trans_date,cc_num,merchant,category,amt,gender,city_pop,age,job,hour,is_fraud
2020-12-24,4844754590682163,merchant_93,food_dining,84.18,F,28084,69,Nurse,20,0
2020-11-11,3400937001951818,merchant_175,shopping_pos,86.07,F,222966,59,Lawyer,12,0
2019-09-15,2479803510684427,merchant_112,travel,63.56,F,719214,53,Driver,20,0
2019-06-25,5059331925687533,merchant_119,health_fitness,2.91,F,516383,21,Farmer,15,0
2019-12-19,5336710884275313,merchant_7,shopping_net,338.08,M,10443,20,Engineer,23,1
2019-02-12,1196004454510390,merchant_18,personal_care,11.44,F,388403,69,Clerk,9,0
2019-11-03,5905938093346379,merchant_68,shopping_pos,12.88,F,271753,45,Farmer,17,0
2019-11-04,9228044604369704,merchant_146,travel,14.89,M,737834,55,Artist,18,0
2020-03-07,4162947538771776,merchant_75,shopping_net,6.78,M,171716,28,Farmer,10,0
2019-09-07,3242229528484833,merchant_39,shopping_pos,79.0,M,167180,45,Engineer,13,0
2019-11-01,9475015622898707,merchant_15,shopping_net,281.0,F,8954,25,Manager,2,1
2019-11-13,6889908066847152,merchant_168,misc_pos,8.74,F,716666,73,Manager,18,0
2020-01-24,1344862746013587,merchant_13,personal_care,12.15,M,218876,53,Driver,13,0
2020-01-20,5500326763212140,merchant_73,kids_pets,39.23,F,48543,59,Nurse,14,0
2020-09-14,5890995285075597,merchant_186,misc_net,33.0,M,180153,54,Teacher,14,0
2019-12-28,8123139169820694,merchant_43,travel,74.06,M,669653,33,Chef,15,0
2020-04-07,2550982907249933,merchant_139,grocery_pos,370.49,F,481467,27,Driver,16,0
2019-03-07,7444054740420578,merchant_152,grocery_pos,10.07,F,184389,24,Clerk,9,0
2020-09-27,6190943941039452,merchant_170,kids_pets,86.63,M,573550,48,Doctor,18,0
2020-12-09,3031150042807373,merchant_119,gas_transport,27.97,M,526992,33,Lawyer,10,0
2020-07-31,1803001538589648,merchant_169,food_dining,133.37,M,105489,72,Driver,9,0
2019-10-18,5219607484110849,merchant_165,misc_net,4.49,F,635949,72,Manager,20,0
2020-10-13,1470460576661016,merchant_156,grocery_pos,59.71,M,231740,56,Chef,14,0
2020-04-13,2980440959198149,merchant_120,misc_net,91.06,M,310634,33,Doctor,20,0
2020-07-06,1657201415750785,merchant_184,shopping_net,19.02,M,485879,48,Chef,21,0
2019-01-09,5183687028957397,merchant_111,gas_transport,45.16,M,228766,29,Driver,14,0
2019-11-21,9351151684869242,merchant_114,food_dining,36.35,F,216398,48,Nurse,18,0
2020-06-13,7323634474261580,merchant_83,gas_transport,37.87,M,70813,69,Artist,21,0
2019-02-20,4454488126675406,merchant_86,food_dining,32.67,F,121239,31,Teacher,10,0
2019-12-16,2321467862267088,merchant_169,travel,11.05,F,228703,61,Teacher,10,0
2020-12-17,7538804701591191,merchant_43,food_dining,142.72,M,567450,48,Nurse,10,0
2020-07-31,7568602131613032,merchant_139,grocery_pos,5.29,M,678062,51,Manager,14,0
2020-05-13,4815939813710007,merchant_193,travel,133.47,F,785790,37,Chef,21,0
2020-02-10,7333664237600527,merchant_145,food_dining,33.87,M,500408,65,Manager,12,0
2020-01-02,8884496956250388,merchant_87,shopping_pos,15.02,F,525643,32,Doctor,21,0
2020-05-11,1011947757028274,merchant_164,grocery_pos,105.36,M,211026,37,Farmer,21,0
2020-12-25,2299530864705968,merchant_103,shopping_pos,40.61,M,416622,41,Driver,18,0
2020-02-13,1591389134120349,merchant_180,grocery_pos,10.02,F,373169,56,Farmer,21,0
2020-09-08,8659538938153455,merchant_76,home,88.86,F,68037,52,Manager,9,0
2020-10-11,7028523934813206,merchant_184,shopping_pos,30.06,F,734427,35,Manager,12,0
2020-03-28,9079137365351794,merchant_119,gas_transport,30.83,M,245057,25,Doctor,15,0
2020-10-04,2964480938611262,merchant_92,personal_care,12.52,M,219141,59,Teacher,19,0
2020-08-02,4573604676960845,merchant_173,food_dining,6.31,F,171196,55,Artist,11,0
2020-03-18,4856999260817981,merchant_152,food_dining,92.38,M,553823,18,Lawyer,18,0
2020-10-25,4673244919603755,merchant_72,kids_pets,36.48,M,107366,59,Chef,19,0
2020-07-09,9022666273859302,merchant_24,travel,100.0,F,5691,54,Doctor,3,1
2019-09-14,9344473454086518,merchant_122,grocery_pos,117.43,M,744144,31,Teacher,10,0
2020-04-23,5354682557613306,merchant_38,home,6.14,F,157512,29,Lawyer,13,0
2019-01-10,7630643588787900,merchant_190,misc_net,38.28,M,471190,57,Driver,10,0
2019-12-16,3836959986853237,merchant_60,shopping_net,7.93,M,589752,51,Chef,13,0
2020-06-10,1874555492866760,merchant_12,health_fitness,22.76,F,122663,57,Driver,10,0
2019-07-28,6402278475679570,merchant_169,home,11.09,F,722342,18,Doctor,19,0
2019-12-20,1890702857110057,merchant_118,gas_transport,234.41,M,776515,63,Manager,10,0
2019-03-18,8038854816868105,merchant_194,food_dining,26.89,F,509565,64,Doctor,12,0
2020-09-23,4729355880971859,merchant_115,shopping_net,184.59,F,662210,49,Farmer,19,0
2020-09-12,7400485589474338,merchant_172,travel,27.57,M,764800,21,Driver,9,0
2020-07-25,6369741830291587,merchant_118,personal_care,20.9,F,44293,33,Doctor,13,0
2020-04-25,1408266909831217,merchant_63,misc_net,81.88,F,548095,69,Engineer,18,0
2019-10-13,4492114080336616,merchant_38,entertainment,3.41,F,646174,18,Engineer,21,0
2020-02-06,5270942332530280,merchant_121,grocery_pos,119.56,M,575301,52,Driver,8,0
2020-11-26,3121450643749314,merchant_92,entertainment,13.25,M,195751,72,Driver,18,0
2020-03-11,2921687834500856,merchant_25,shopping_net,82.74,F,355098,33,Analyst,8,0
2019-10-04,7795724645190995,merchant_64,gas_transport,5.27,F,540061,33,Clerk,11,0
2019-02-13,8387455997041920,merchant_69,kids_pets,66.6,F,284834,49,Driver,10,0
2020-10-17,1042005468829874,merchant_128,travel,12.54,M,244182,64,Nurse,16,0
2020-12-09,9370980926617429,merchant_23,food_dining,13.45,M,742529,23,Farmer,16,0
2020-07-17,6829205143968078,merchant_30,travel,100.0,M,29472,64,Driver,23,1
2020-03-19,5278456628171921,merchant_33,shopping_pos,23.67,F,717820,18,Chef,9,0
2019-08-25,9023248941448711,merchant_16,personal_care,3.11,M,626421,43,Farmer,20,0
2020-10-19,6709843431564934,merchant_26,grocery_pos,90.15,F,80556,40,Artist,11,0
2020-03-08,3173041288342969,merchant_166,entertainment,10.99,M,497671,27,Engineer,10,0
2020-07-20,6206705881369496,merchant_103,food_dining,13.46,M,495403,62,Chef,21,0
2020-07-27,1261120203231032,merchant_95,grocery_pos,67.77,F,223293,70,Manager,20,0
2020-10-29,1098091933146904,merchant_46,grocery_pos,3.51,F,414173,35,Manager,15,0
2020-04-13,7881581363925908,merchant_156,entertainment,26.37,M,441472,32,Lawyer,8,0
2020-11-23,4918437715888760,merchant_174,home,14.71,M,452612,39,Doctor,18,0
2019-03-15,5259427091210785,merchant_113,gas_transport,72.5,M,411056,57,Analyst,20,0
2020-04-07,7363748288572063,merchant_37,misc_net,34.95,F,168951,56,Clerk,20,0
2020-09-30,4725215021713958,merchant_161,grocery_pos,50.88,F,4234,56,Chef,17,0
2020-01-06,6269773898198007,merchant_108,shopping_net,94.81,F,160838,29,Artist,11,0
2019-12-08,1529602604818402,merchant_130,misc_net,160.45,M,651924,35,Lawyer,18,0
2019-08-17,4734606850838287,merchant_26,shopping_pos,3.54,M,381787,25,Clerk,14,0
2020-04-06,3675017803238468,merchant_2,home,13.15,M,171211,46,Farmer,9,0
2020-07-21,9004575378230981,merchant_120,home,56.85,M,773187,19,Analyst,11,0
2020-09-16,7113823192016264,merchant_159,grocery_pos,11.16,M,19622,32,Doctor,15,0
2019-06-14,2395251789120737,merchant_151,shopping_net,15.38,F,337643,19,Farmer,12,0
2020-09-05,1788148541203951,merchant_31,grocery_pos,68.35,F,254890,62,Clerk,19,0
2020-06-15,5271233515575701,merchant_51,home,54.75,M,383944,64,Chef,9,0
2019-07-25,8572880303935481,merchant_8,gas_transport,23.51,F,83316,55,Lawyer,14,0
2020-07-17,7685590101427469,merchant_179,shopping_net,40.3,F,320114,63,Clerk,10,0
2020-11-23,2317088914521100,merchant_175,misc_net,40.87,M,12648,65,Doctor,16,0
2019-05-13,9416196922163900,merchant_90,shopping_net,89.61,F,365433,42,Engineer,10,0
2019-10-24,6451130648681516,merchant_9,shopping_net,116.76,F,37578,63,Artist,1,1
2019-02-08,5785157747344035,merchant_54,personal_care,22.94,F,518985,20,Nurse,8,0
2020-12-15,8790420105200214,merchant_124,grocery_pos,5.71,F,344050,63,Analyst,8,0
2020-01-21,8549122085707989,merchant_99,food_dining,9.39,F,503943,66,Chef,10,0
2019-01-07,5114767732877738,merchant_1,shopping_pos,291.27,F,46483,56,Chef,13,0
2020-06-28,1963799725680555,merchant_176,grocery_pos,12.91,F,110001,50,Chef,15,0
2019-05-06,5868440184150870,merchant_76,grocery_pos,26.1,M,415031,26,Clerk,11,0
2020-10-02,2674718421799387,merchant_30,grocery_pos,81.01,M,388518,32,Manager,9,0
2019-12-23,1109660180948645,merchant_25,food_dining,10.87,M,111808,50,Engineer,15,0
2020-05-01,3216335003462913,merchant_42,health_fitness,29.31,M,306161,29,Teacher,9,0
2019-08-24,6367940528477027,merchant_2,shopping_net,100.0,M,22107,38,Nurse,23,1
2020-04-18,1401042688097859,merchant_197,shopping_pos,17.75,M,643583,53,Clerk,20,0
2019-04-10,1634866377369919,merchant_31,grocery_pos,11.29,F,375159,44,Nurse,15,0
2019-11-27,9720781651054809,merchant_125,food_dining,47.97,F,206899,18,Driver,18,0
2019-07-29,6843626361879452,merchant_56,gas_transport,15.76,F,295556,27,Engineer,11,0
2020-08-01,4962711642399313,merchant_170,entertainment,12.6,M,37264,68,Driver,16,0
2019-10-19,3645772943805059,merchant_46,grocery_pos,52.37,M,375142,33,Clerk,21,0
2019-02-11,8574515512459398,merchant_49,travel,28.81,F,559185,53,Doctor,14,0
2020-02-29,7711758042729043,merchant_190,gas_transport,22.83,M,672740,49,Nurse,20,0
2020-08-11,7545359356179529,merchant_95,grocery_pos,26.04,M,515661,40,Chef,20,0
2019-11-01,9915941059237721,merchant_138,health_fitness,6.61,F,576347,35,Farmer,20,0
2019-07-16,6054838731132749,merchant_138,food_dining,34.67,M,354391,36,Clerk,11,0
2019-04-24,8551347438438863,merchant_160,health_fitness,12.37,M,669101,37,Lawyer,10,0
2020-01-18,7289014986926014,merchant_136,misc_net,75.39,M,710606,62,Manager,16,0
2020-04-16,9185859487956320,merchant_132,food_dining,109.45,F,640086,34,Teacher,9,0
2019-06-13,6788298324562995,merchant_67,grocery_pos,15.36,F,94177,55,Nurse,9,0
2020-03-12,4077055034129499,merchant_53,shopping_net,31.48,M,24794,66,Lawyer,13,0
2020-04-27,3761151290453579,merchant_3,shopping_net,216.06,M,28551,20,Lawyer,2,1
2019-06-24,8342488150443470,merchant_139,entertainment,16.77,M,650631,46,Lawyer,10,0
2020-04-19,1185053166285145,merchant_27,gas_transport,30.52,F,707117,48,Manager,13,0
2019-08-03,7812042780448443,merchant_94,misc_net,21.39,M,426725,54,Artist,20,0
2019-03-26,7743972207666362,merchant_166,kids_pets,19.68,F,194341,56,Manager,12,0
2019-08-20,6332746629684144,merchant_26,travel,46.69,F,207841,66,Doctor,13,0
2019-02-16,2634053884863534,merchant_134,grocery_pos,8.21,F,495838,35,Nurse,8,0
2020-11-05,4398733987446947,merchant_136,food_dining,28.55,M,65831,67,Engineer,10,0
2020-05-18,2857680917675272,merchant_130,misc_pos,670.0,M,731755,42,Teacher,12,0
2020-07-05,4660870320306475,merchant_174,entertainment,41.82,F,284599,66,Farmer,11,0
2019-04-23,5606450829610906,merchant_74,travel,14.24,F,598751,36,Lawyer,12,0
2019-10-01,6422546227539864,merchant_22,shopping_net,100.0,M,48601,60,Lawyer,0,1
2019-12-29,6727379269278423,merchant_170,personal_care,11.39,F,247319,63,Teacher,21,0
2019-07-05,4193181353329411,merchant_48,food_dining,13.24,F,100940,68,Doctor,14,0
2019-08-09,4067648393691571,merchant_26,misc_net,158.29,F,8769,70,Farmer,0,1
2019-12-15,3080189376235454,merchant_52,grocery_pos,11.5,M,204263,26,Nurse,18,0
2020-04-25,9855100652851788,merchant_193,gas_transport,95.53,F,381672,66,Chef,17,0
2019-07-22,4397346433259747,merchant_47,shopping_pos,183.81,F,227997,32,Chef,19,0
2019-01-08,3008933879267859,merchant_109,grocery_pos,142.81,F,317059,35,Clerk,10,0
2020-08-06,3602683448279597,merchant_15,food_dining,34.0,M,71380,52,Analyst,17,0
2020-11-19,8351862385445079,merchant_151,home,62.39,F,310604,35,Farmer,16,0
2020-10-15,4091147900968026,merchant_174,grocery_pos,51.92,F,500623,45,Engineer,11,0
2020-09-10,9775310438488970,merchant_30,misc_net,13.69,F,701926,26,Lawyer,13,0
2020-01-29,6534439362041945,merchant_8,shopping_net,296.79,M,42014,20,Nurse,22,1
2020-11-03,9144226672410671,merchant_82,shopping_pos,15.29,M,16996,44,Lawyer,16,0
2020-07-03,5504414954728936,merchant_176,shopping_pos,12.67,F,40417,44,Lawyer,20,0
2019-08-20,2637839390357772,merchant_137,grocery_pos,65.29,M,123739,47,Lawyer,13,0
2019-12-05,1139160612968226,merchant_58,grocery_pos,520.48,M,563439,59,Farmer,18,0
2020-04-17,2810964595876015,merchant_157,food_dining,50.89,M,736264,33,Analyst,8,0
2020-05-19,6714382696660513,merchant_177,food_dining,68.95,F,460339,24,Clerk,15,0
2019-06-24,3986160352634758,merchant_136,shopping_net,24.63,F,34525,25,Manager,11,0
2020-11-10,6570613496559433,merchant_192,entertainment,5.89,M,218191,62,Manager,18,0
2019-12-01,5862391637044793,merchant_107,grocery_pos,20.77,F,762851,29,Engineer,17,0
2019-07-24,4419781138305138,merchant_65,grocery_pos,11.93,F,130337,71,Nurse,13,0
2019-05-18,2971818759045120,merchant_193,entertainment,17.75,F,219055,49,Doctor,8,0
2019-04-15,3282783218350685,merchant_44,food_dining,16.59,F,639996,70,Chef,8,0
2019-10-22,5086261641403485,merchant_65,entertainment,34.94,F,465187,58,Analyst,17,0
2019-12-25,3705490427058476,merchant_175,food_dining,37.49,F,105923,43,Farmer,11,0
2019-11-25,7236716987383788,merchant_113,entertainment,9.77,M,569,47,Nurse,8,0
2020-11-17,2636396155257160,merchant_46,health_fitness,32.08,M,659218,44,Manager,20,0
2019-11-14,7369992411134033,merchant_22,travel,133.54,F,2349,40,Driver,0,1
2020-07-08,8155163129121381,merchant_31,food_dining,44.66,M,201908,19,Chef,20,0
2020-08-14,2195168083694270,merchant_5,misc_pos,11.92,M,345437,49,Teacher,16,0
2019-12-12,6241353666625031,merchant_12,misc_net,100.0,F,28460,30,Lawyer,1,1
2019-04-06,9443892100901307,merchant_141,home,1046.31,M,587704,35,Clerk,15,0
2020-05-07,2550403236946321,merchant_99,gas_transport,9.96,M,268840,28,Farmer,8,0
2019-03-19,3883499985549217,merchant_64,food_dining,38.16,M,380301,32,Analyst,17,0
2019-10-09,4412820616543067,merchant_121,gas_transport,81.55,M,45060,49,Engineer,20,0
2020-12-21,6450084277346961,merchant_97,food_dining,45.93,M,733180,25,Lawyer,13,0
2019-02-05,5691026095806614,merchant_37,misc_pos,122.45,F,422557,19,Driver,11,0
2019-07-08,9894629421867606,merchant_163,shopping_pos,76.95,M,788595,22,Engineer,11,0
2020-12-06,9453920693368009,merchant_128,food_dining,41.05,F,362029,58,Analyst,18,0
2020-11-15,8309547649582356,merchant_159,health_fitness,13.19,M,18139,73,Manager,16,0
2019-10-11,3867007302345281,merchant_172,gas_transport,24.05,M,257425,58,Teacher,17,0
2019-03-02,8586497220358315,merchant_29,misc_net,2115.24,F,3230,34,Engineer,3,1
2020-02-06,9911642617376791,merchant_19,shopping_pos,3.17,F,727533,22,Analyst,11,0
2020-08-15,7446799916001851,merchant_188,health_fitness,18.3,M,403081,66,Chef,17,0
2020-11-24,4164211795927528,merchant_141,misc_net,64.66,M,66161,51,Analyst,11,0
2019-07-27,7061697275033856,merchant_44,shopping_pos,113.77,F,316562,65,Driver,21,0
2019-06-01,4836449199578547,merchant_125,food_dining,7.36,F,131695,23,Teacher,9,0
2020-03-22,7657831675942624,merchant_2,grocery_pos,131.07,M,511263,70,Clerk,9,0
2019-09-04,8781917630870446,merchant_197,misc_pos,36.53,M,188348,45,Driver,11,0
2020-11-08,7770333972170906,merchant_154,entertainment,6.11,F,186047,41,Engineer,11,0
2019-08-10,4681850794009157,merchant_62,grocery_pos,131.95,M,568191,66,Chef,15,0
2020-02-09,4818858370427443,merchant_52,misc_net,8.91,F,604687,27,Driver,10,0
2019-05-10,7583417506645169,merchant_95,grocery_pos,107.7,M,426314,50,Engineer,17,0
2020-11-16,6593369954879369,merchant_91,travel,22.98,M,264313,24,Teacher,9,0
2019-02-19,7775138022946490,merchant_151,misc_pos,12.11,M,434164,25,Analyst,17,0
2020-02-24,8031518679548704,merchant_80,personal_care,24.55,F,414958,37,Nurse,11,0
2020-12-23,3480643950029063,merchant_38,shopping_net,8.2,M,591095,70,Analyst,14,0
2020-01-16,6048599843117458,merchant_33,misc_pos,33.21,F,406463,63,Artist,12,0
2020-10-11,1293233072907592,merchant_103,entertainment,31.88,F,799211,71,Driver,8,0
2020-06-24,4805246854227061,merchant_7,home,48.99,F,660613,55,Clerk,14,0
2020-06-24,1509917638904399,merchant_192,gas_transport,359.42,F,370773,44,Teacher,9,0
2020-09-24,7102078625439825,merchant_58,health_fitness,37.64,M,519033,50,Teacher,16,0
2019-10-01,6616656641382988,merchant_169,travel,45.39,M,9170,67,Teacher,19,0
2020-03-27,2195836980633497,merchant_22,shopping_net,19.22,F,453009,39,Farmer,9,0
2019-07-25,9360213074836782,merchant_31,food_dining,20.11,M,725180,54,Farmer,9,0
2019-05-30,3548913633496535,merchant_32,grocery_pos,60.34,F,204009,43,Chef,12,0
2020-09-30,3169263917154982,merchant_196,entertainment,4.04,F,222863,74,Manager,16,0
2020-12-15,9431359213204654,merchant_195,food_dining,78.96,F,601964,27,Clerk,19,0
2020-04-19,2379728629020589,merchant_6,gas_transport,26.6,F,42644,41,Clerk,8,0
2019-05-24,5988106520505867,merchant_41,misc_pos,68.15,F,539899,52,Chef,10,0
2020-01-07,7545376903385125,merchant_7,grocery_pos,82.51,F,666117,60,Driver,20,0
2019-06-22,3635683344962109,merchant_142,grocery_pos,6.14,M,18696,57,Lawyer,12,0
2019-01-28,5304502597623333,merchant_49,food_dining,13.89,M,486094,34,Driver,11,0
2019-06-14,7404128591961153,merchant_155,home,18.87,M,452473,56,Farmer,17,0
2020-12-07,2559644972084052,merchant_77,shopping_net,68.71,F,260524,19,Farmer,15,0
2019-11-14,4864631125020781,merchant_13,entertainment,3.01,M,735034,56,Chef,8,0
2020-11-13,1168742219494140,merchant_47,gas_transport,6.85,F,251055,22,Doctor,15,0
2020-11-19,8084046258252506,merchant_82,health_fitness,12.13,M,615642,71,Doctor,11,0
2019-04-06,5035279667404609,merchant_48,food_dining,15.88,M,375029,37,Doctor,18,0
2020-04-27,4710837731577199,merchant_151,home,4.4,M,673689,52,Driver,9,0
2019-03-29,9239853067829887,merchant_116,gas_transport,32.04,M,260623,62,Analyst,10,0
2020-09-29,5046851193517752,merchant_66,misc_pos,40.8,M,395494,69,Clerk,9,0
2019-11-20,5508248297581452,merchant_122,misc_net,57.71,F,16560,19,Farmer,11,0
2019-07-22,6191050103803272,merchant_197,kids_pets,122.28,F,416722,37,Lawyer,17,0
2020-02-19,4588320904226845,merchant_63,food_dining,37.44,F,233100,58,Doctor,18,0
2020-05-02,7242469989010005,merchant_57,grocery_pos,13.61,F,299700,42,Engineer,20,0
2020-08-24,2845040487286114,merchant_141,travel,64.39,F,787617,31,Farmer,12,0
2019-12-03,2832303736785047,merchant_117,food_dining,212.83,M,28075,55,Engineer,19,0
2019-07-26,7052327926045746,merchant_1,gas_transport,86.38,F,533744,38,Doctor,16,0
2020-07-13,9554420208761798,merchant_80,grocery_pos,137.52,M,471823,55,Artist,19,0
2019-05-12,4174738004364281,merchant_196,gas_transport,15.81,F,249845,37,Analyst,9,0
2019-07-01,3529003960377816,merchant_133,grocery_pos,5.1,F,114181,41,Doctor,9,0
2020-04-03,8784708570365853,merchant_155,health_fitness,70.73,F,335069,39,Artist,18,0
2019-02-10,3663124483337050,merchant_125,misc_net,20.88,F,362168,28,Driver,8,0
2020-12-29,7627863776706139,merchant_138,shopping_net,11.36,F,695958,59,Lawyer,13,0
2020-02-18,5009317255864927,merchant_101,entertainment,33.2,M,578034,50,Nurse,9,0
2020-07-19,2378498523963026,merchant_28,gas_transport,10.67,M,617373,21,Engineer,14,0
2020-02-29,5761390545329004,merchant_12,food_dining,31.9,M,104363,58,Analyst,9,0
2020-03-03,8534979492159599,merchant_93,home,21.33,M,182397,67,Teacher,10,0
2020-09-12,9734601545475117,merchant_68,food_dining,77.89,M,318269,41,Lawyer,12,0
2019-01-13,7806192058614848,merchant_197,kids_pets,31.72,F,65331,48,Lawyer,20,0
2020-01-22,1812031512568455,merchant_55,health_fitness,97.19,M,203427,52,Analyst,8,0
2019-03-06,5426658824956948,merchant_95,shopping_net,65.5,F,210946,43,Clerk,10,0
2019-01-22,9557014172563565,merchant_75,entertainment,24.88,F,424188,24,Chef,8,0
2019-03-06,6262746859771715,merchant_195,health_fitness,49.13,F,43137,62,Artist,16,0
2020-10-24,5129414646660811,merchant_151,food_dining,10.25,M,104863,59,Teacher,18,0
2019-06-28,5126822307684882,merchant_166,misc_pos,28.69,M,563345,73,Driver,13,0
2019-07-23,9770766734051205,merchant_136,misc_pos,21.27,M,199332,32,Doctor,17,0
2020-11-26,1123472850617930,merchant_14,travel,150.86,M,6804,40,Artist,23,1
2020-03-09,9853782775550056,merchant_73,home,84.04,M,558181,27,Nurse,12,0
2019-01-22,9467290657063361,merchant_114,grocery_pos,14.48,F,792534,61,Analyst,20,0
2020-07-30,8991465500718340,merchant_57,grocery_pos,73.4,M,306978,38,Artist,18,0
2020-06-19,7069090736048153,merchant_182,home,1.35,M,322335,58,Nurse,12,0
2020-07-04,1655267082087046,merchant_21,misc_net,234.91,F,387926,41,Driver,15,0
2019-08-06,1537611841329402,merchant_80,shopping_net,16.43,M,530733,53,Artist,8,0
2020-08-02,6382237977257341,merchant_106,shopping_pos,2.89,M,502834,29,Chef,11,0
2020-09-04,1075785084975125,merchant_90,health_fitness,29.02,M,505250,55,Manager,18,0
2020-04-26,1090872905907444,merchant_99,grocery_pos,21.96,F,751037,55,Engineer,17,0
2019-12-03,6915357578473029,merchant_155,grocery_pos,357.86,M,591258,26,Farmer,20,0
2020-02-12,2428951446062038,merchant_22,food_dining,70.4,F,508580,44,Nurse,14,0
2020-06-13,5929454751740800,merchant_116,misc_pos,309.87,M,93403,70,Artist,16,0
2020-01-26,7234307529384104,merchant_10,home,14.65,F,614226,38,Driver,19,0
2020-07-18,7839477603067452,merchant_199,food_dining,31.89,M,720802,68,Lawyer,15,0
2020-01-21,4012211126763494,merchant_65,grocery_pos,92.47,F,494722,38,Farmer,9,0
2020-03-15,8478937503054420,merchant_40,grocery_pos,3.05,M,410278,41,Clerk,18,0
2019-01-14,6201446042724052,merchant_160,food_dining,27.81,F,790084,63,Manager,8,0
2019-08-13,9858896818334452,merchant_134,grocery_pos,13.61,F,364153,46,Farmer,14,0
2019-09-21,2764641091491489,merchant_12,misc_net,190.55,M,15253,39,Analyst,3,1
2020-12-24,5127057003559956,merchant_174,grocery_pos,41.17,M,657543,27,Driver,20,0
2019-11-25,6086738020498063,merchant_8,shopping_net,145.0,M,794498,68,Driver,8,0
2020-11-17,8023214241686052,merchant_100,grocery_pos,12.14,F,376301,63,Analyst,13,0
2020-11-16,1093621067822439,merchant_53,food_dining,198.31,F,89134,73,Chef,19,0
2020-03-19,3188730151801243,merchant_25,gas_transport,524.17,M,593297,70,Lawyer,19,0
2019-01-12,1914812453107745,merchant_87,grocery_pos,63.71,M,521272,63,Teacher,8,0
2020-12-29,9529820153162046,merchant_45,gas_transport,66.6,M,774566,61,Analyst,17,0
2019-04-08,1360446409001082,merchant_22,travel,1090.44,M,37607,33,Manager,22,1
2019-08-06,1591500609999474,merchant_78,food_dining,12.95,M,89105,70,Manager,12,0
2020-09-16,3375525132881824,merchant_24,misc_net,213.25,M,601801,74,Engineer,12,0
2019-06-24,1116747944146948,merchant_193,shopping_pos,49.61,M,186946,37,Analyst,15,0
2020-12-17,8247978255327580,merchant_18,misc_net,39.38,F,704680,64,Analyst,9,0
2019-12-14,3599299303008280,merchant_165,food_dining,67.71,M,519157,45,Manager,12,0
2019-08-15,1404307197892183,merchant_113,travel,93.17,M,234501,24,Lawyer,9,0
2020-10-21,8168402246877602,merchant_49,misc_net,17.03,F,487270,20,Analyst,12,0
2019-08-16,3326538666536017,merchant_73,shopping_net,1.93,F,320467,25,Nurse,16,0
2019-04-21,4053931844000725,merchant_7,travel,100.0,M,2177,30,Clerk,0,1
2019-02-24,6926677725664370,merchant_113,food_dining,71.06,F,528793,72,Teacher,18,0
2019-08-16,3218764971718293,merchant_184,grocery_pos,170.05,M,732590,57,Nurse,9,0
2019-05-13,4599145499906816,merchant_84,grocery_pos,49.26,M,12918,57,Engineer,11,0
2020-02-28,8581506463659270,merchant_106,grocery_pos,48.94,F,795259,22,Clerk,10,0
2020-04-21,1531907748403339,merchant_158,misc_net,400.56,F,11955,38,Lawyer,14,0
2019-01-01,3778886950467392,merchant_80,gas_transport,128.5,F,65759,31,Lawyer,8,0
2020-10-28,1984252245535147,merchant_116,grocery_pos,13.46,M,307753,20,Analyst,12,0
2019-03-18,2196125574374059,merchant_139,entertainment,12.19,F,377668,38,Teacher,14,0
2019-10-11,7175743675431984,merchant_143,personal_care,15.01,F,99170,58,Engineer,13,0
2020-06-01,3489788551799907,merchant_27,misc_net,100.0,F,30246,42,Engineer,2,1
2020-01-18,6198374968824666,merchant_85,food_dining,113.9,M,92552,74,Artist,13,0
2019-12-31,4799023546814718,merchant_29,grocery_pos,40.69,M,297155,40,Lawyer,19,0
2020-03-31,2308512259534490,merchant_57,food_dining,23.41,M,186074,37,Analyst,12,0
2020-01-12,9322793263632895,merchant_23,food_dining,6.7,M,727031,47,Engineer,16,0
2019-03-19,3991359301797265,merchant_136,health_fitness,74.83,M,780468,22,Analyst,17,0
2019-08-24,9285619588601321,merchant_172,grocery_pos,13.01,F,34329,40,Teacher,9,0
2019-04-20,8920488913504690,merchant_8,travel,257.79,F,27128,67,Teacher,0,1
2020-11-18,3324803896162242,merchant_181,travel,102.39,F,743748,49,Driver,19,0
2019-06-29,7447695684374981,merchant_38,health_fitness,21.47,F,758226,55,Artist,8,0
2020-04-26,9660256474376519,merchant_84,food_dining,120.4,F,406266,48,Chef,13,0
2019-05-11,3296252223399239,merchant_99,kids_pets,100.64,F,606073,62,Artist,9,0
2020-12-12,4583602138235898,merchant_160,gas_transport,13.39,M,520222,50,Driver,20,0
2020-08-29,6337529240212799,merchant_76,food_dining,11.84,F,368214,73,Analyst,20,0
2019-04-27,4460612352314985,merchant_15,travel,168.0,F,8317,23,Analyst,3,1
2020-02-18,4619918509698066,merchant_91,shopping_net,8.43,F,690391,45,Nurse,20,0
2019-08-16,3551169531857773,merchant_90,personal_care,72.35,F,76464,55,Artist,14,0
2020-11-12,1291304624724669,merchant_90,food_dining,64.38,F,318986,27,Analyst,12,0
2019-03-09,3720217777784065,merchant_165,health_fitness,40.85,F,289904,44,Chef,15,0
2019-01-15,5166290634187482,merchant_191,gas_transport,54.29,M,82949,28,Driver,12,0
2020-01-04,4454900209604468,merchant_4,shopping_pos,38.24,F,609943,73,Teacher,21,0
2020-08-05,3369810875283333,merchant_38,entertainment,48.37,M,613193,56,Engineer,20,0
